file	mid
一0.png	
一1.png	6
一2.png	14
一3.png	7
丁0.png	5
丁1.png	3
丁2.png	4
丁3.png	5
七0.png	8
七1.png	18
七2.png	14
七3.png	3
丈0.png	16
三0.png	42
三1.png	5
三2.png	42
上0.png	
上1.png	
上2.png	
下0.png	
下1.png	
下2.png	
下3.png	
下4.png	
下5.png	
不0.png	
不1.png	
不2.png	
不3.png	
不4.png	
不5.png	
不6.png	
不7.png	
丘0.png	
丘1.png	
丘2.png	
丘3.png	
丘4.png	
丙0.png	
丙1.png	
丙2.png	
丙3.png	
主0.png	
主1.png	
久0.png	
久1.png	
久2.png	
久3.png	
久4.png	
之0.png	5
之1.png	5
之10.png	5
之11.png	5
之12.png	5
之13.png	5
之14.png	5
之15.png	5
之16.png	5
之17.png	5
之18.png	5
之19.png	5
之2.png	5
之20.png	5
之21.png	5
之3.png	5
之4.png	5
之5.png	5
之6.png	5
之7.png	5
之8.png	5
之9.png	5
乎0.png	
乎1.png	
乎10.png	
乎11.png	
乎2.png	
乎3.png	
乎4.png	
乎5.png	
乎6.png	
乎7.png	
乎8.png	
乎9.png	
乖0.png	
乖1.png	2
乖2.png	6
乖3.png	6
也0.png	
事0.png	
事1.png	
事2.png	
事3.png	
事4.png	
事5.png	
事6.png	
事7.png	
事8.png	
二0.png	6
二1.png	14
二2.png	1
二3.png	3
二4.png	38
于0.png	5
于1.png	5
于2.png	5
于3.png	5
于4.png	5
于5.png	13
五0.png	5
五1.png	5
井0.png	
些0.png	
些1.png	
些2.png	
些3.png	
京0.png	
亭0.png	
人0.png	
人1.png	
人2.png	
人3.png	
人4.png	
人5.png	
介0.png	
仗0.png	
令0.png	
以0.png	
以1.png	
以2.png	
以3.png	
以5.png	
似0.png	
但0.png	
位0.png	
作0.png	
來0.png	
俊0.png	
俗0.png	
俗1.png	
俯0.png	
傑0.png	
傷0.png	
儒0.png	
優0.png	
先0.png	
光0.png	
光1.png	
光2.png	
光3.png	
光4.png	
光5.png	
克0.png	
克1.png	
入0.png	
兩0.png	
兩1.png	
兩2_variant1.png	
八0.png	
公0.png	
公1.png	
共0.png	
其0.png	
其1.png	
冊0.png	
再0.png	
冷0.png	
冷1.png	
凡0.png	
凭0.png	
凭1.png	
凰0.png	
凰1.png	
凰2.png	
凱0.png	
凱1.png	
出0.png	
出1.png	
分0.png	
分1.png	
分2.png	
列0.png	
列1.png	
初0.png	
別0.png	
到0.png	
則0.png	
則1.png	
則2.png	
則3.png	
則4.png	
劍0.png	
力0.png	
動0.png	
勝0.png	3
勝1.png	32
匈0.png	
匈1.png	
匍0.png	
匐0.png	
化0.png	
北0.png	
北1.png	
北10.png	
北11.png	
北12.png	
北13.png	
北14.png	
北15.png	
北2.png	
北3.png	
北4.png	
北5.png	
北6.png	
北7.png	
北8.png	
北9.png	
區0.png	
十0.png	
十1.png	
十2.png	
十3.png	
十4.png	
十5.png	
十6.png	
十7.png	
千0.png	
千1.png	
千2.png	
千3.png	
千4.png	
升0.png	
升1.png	
升2.png	
升3.png	
升4.png	
升5.png	
協0.png	
協1.png	
協2.png	
協3.png	
南0.png	
南1.png	
南10_variant1.png	
南11_variant1.png	
南12_variant2.png	
南2.png	
南3.png	
南4.png	
南5_variant1.png	
南6_variant1.png	
南7_variant1.png	
南8_variant1.png	
南9_variant1.png	
博0.png	
危0.png	
原0.png	
及0.png	
及1.png	
及2.png	
及3.png	
及4.png	
及5.png	
及6.png	
及7.png	
及8.png	
及9.png	
取0.png	
口0.png	5
古0.png	
可0.png	
可1.png	
可10.png	41
可11.png	7
可2.png	
可3.png	
可4.png	
可5.png	
可6.png	
可7.png	38
可8.png	1
可9.png	44
名0.png	
名1.png	
吏0.png	
向0.png	43
向1.png	10
向2.png	5
君0.png	
吟0.png	
吾0.png	
周0.png	
周1.png	
命0.png	
命1.png	
命2.png	
命3.png	
唐0.png	
唱0.png	
啓0.png	
喜0.png	
喜1.png	
喜10.png	
喜11.png	
喜12.png	
喜13.png	
喜2.png	
喜3.png	
喜4.png	
喜5.png	
喜6.png	
喜7.png	
喜8.png	
喜9.png	
嚴0.png	
四0.png	
四1.png	
四2.png	
四3.png	
四4.png	
四5.png	
四6.png	
四7.png	
四8.png	
回0.png	
回1.png	
回2.png	
回3.png	
回4.png	
回5.png	
回6.png	
因0.png	
因1.png	
因10.png	
因11.png	
因12.png	
因13.png	
因14.png	
因15.png	
因2.png	
因3.png	
因4.png	
因5.png	
因6.png	
因7.png	
因8.png	
因9.png	
困0.png	
困1.png	
困10.png	
困11.png	
困12.png	
困13.png	
困14.png	
困15.png	
困16.png	
困2.png	
困3.png	
困4.png	
困5.png	
困6.png	
困7.png	
困8.png	
困9.png	
固0.png	
固1.png	
固2.png	
固3.png	
固4.png	
固5.png	
國0.png	
在0.png	
地0.png	
地1.png	
地2.png	
地3.png	
地4.png	
地5.png	
地6.png	
坐0.png	
垂0.png	
垂1.png	
城0.png	
堡0.png	
堡1.png	
報0.png	
場0.png	
塊0.png	
塊1.png	
塊2.png	
墟0.png	
壓0.png	
壹0.png	
夏0.png	
外0.png	
外1.png	
夙0.png	
夙1.png	
夙2.png	
夙3.png	
夙4.png	
夙5.png	
多0.png	
夜0.png	
天0.png	
天1.png	
天2.png	
天3.png	
天4.png	
天5.png	
天6.png	
天7.png	
天8.png	
天9.png	
夫0.png	
失0.png	
失1.png	
夷0.png	
女0.png	
好0.png	
如0.png	
如1.png	
如2.png	
子0.png	
子1.png	
存0.png	
孤0.png	
孺0.png	
宇0.png	
宇1.png	
安0.png	
宙0.png	
宙1.png	
宮0.png	
家0.png	
家1.png	
宿0.png	
實0.png	
寧0.png	
寫0.png	
寶0.png	
寶1.png	
射0.png	
小0.png	
尤0.png	
尺0.png	
屈0.png	
展0.png	
山0.png	
山1.png	
島0.png	
崇0.png	
崐0.png	
嶼0.png	
川0.png	
川1.png	
川2.png	
川3.png	
川4.png	
川5.png	
川6.png	
川7.png	
州0.png	
州1.png	
巨0.png	
已0.png	
已1.png	
已2.png	
師0.png	
帶0.png	
常0.png	
常1.png	
常2.png	
幕0.png	
平0.png	
平1.png	
平2.png	
序0.png	
府0.png	
府1.png	
庫0.png	
廣0.png	
廣1.png	
引0.png	
張0.png	
強0.png	
形0.png	
彩0.png	
彩1.png	
往0.png	
待0.png	
徐0.png	
心0.png	
心1.png	
心2.png	
心4.png	
心5.png	
思0.png	
恃0.png	
恭0.png	
悲0.png	
情0.png	
情1.png	
惟0.png	
意0.png	
意1.png	
意10.png	
意11.png	
意12.png	
意13.png	
意14.png	
意15.png	
意16.png	
意17.png	
意18.png	
意19.png	
意2.png	
意20.png	
意21.png	
意22.png	
意23.png	
意24.png	
意25.png	
意26.png	
意27.png	
意28.png	
意29.png	
意3.png	
意30.png	
意31.png	
意32.png	
意33.png	
意34.png	
意4.png	
意5.png	
意6.png	
意7.png	
意8.png	
意9.png	
慕0.png	
憑0.png	
憑1.png	
懷0.png	
或0.png	
所0.png	
才0.png	
才1.png	
指0.png	
接0.png	
接1.png	
推0.png	
故0.png	
效0.png	
敗0.png	
敗1.png	
敗2.png	
敗3.png	
敗4.png	
散0.png	
數0.png	
文0.png	
文1.png	
文2.png	
斗0.png	
斯0.png	
斯1.png	
新0.png	
新1.png	
新2.png	
新3.png	
方0.png	
於0.png	
既0.png	
日0.png	
旬0.png	
旬1.png	
旬2.png	
昌0.png	
明0.png	
明1.png	
昏0.png	
易0.png	
星0.png	
星1.png	
是0.png	
時0.png	
時1.png	
晚0.png	
晨0.png	
景0.png	
暢0.png	
曰0.png	
更0.png	
更1.png	
更2.png	
更3.png	
更4.png	
更5.png	
書0.png	
書1.png	
書2.png	
書3.png	
書4.png	
書5.png	
最0.png	
月0.png	
有0.png	
有1.png	
有2.png	
有3.png	
有4.png	
有5.png	
有6.png	
有7.png	
服0.png	
望0.png	
朱0.png	
朱1.png	
李0.png	
杯0.png	
東0.png	
東1.png	
東2.png	
松0.png	
枕0.png	
林0.png	
柱0.png	
校0.png	
格0.png	
桂0.png	
梁0.png	
梁1.png	
梁2.png	
楊0.png	
業0.png	
樓0.png	
樹0.png	
樽0.png	
次0.png	
正0.png	
此0.png	
歲0.png	
殷0.png	
毀0.png	
母0.png	
氣0.png	
氣1.png	
水0.png	
水1.png	
水2.png	
水3.png	
水4.png	
水5.png	
水6.png	
水7.png	
水8.png	
水9.png	
永0.png	
求0.png	
求1.png	
求2.png	
求3.png	
求4.png	
求5.png	
求6.png	
求7.png	
求8_variant1.png	
求9_variant1.png	
汝0.png	
汝1.png	
汝2.png	
汝3.png	
汝4.png	
江0.png	
池0.png	
池1.png	
池10.png	
池2.png	
池3.png	
池4.png	
池5.png	
池6.png	
池7.png	
池8.png	
池9.png	
河0.png	
法0.png	
洪0.png	
洪1.png	
浣0.png	
浦0.png	
海0.png	
涵0.png	
涵1.png	
涵2.png	
涵3.png	
淡0.png	
淡1.png	
淮0.png	
深0.png	
深1.png	
深10.png	
深11.png	
深12.png	
深13.png	
深14.png	
深15.png	
深16.png	
深17.png	
深18.png	
深19.png	
深2.png	
深3.png	
深4.png	
深5.png	
深6.png	
深7.png	
深8.png	
深9.png	
清0.png	
清1.png	
清2.png	
清3.png	
渫0.png	
港0.png	
港1.png	
港2.png	
湖0.png	
湖1.png	
湖2.png	
湖3.png	
湖4.png	
湖5.png	
湖6.png	
湖7.png	
湖8.png	
湖9.png	
湛0.png	
湛1.png	
湯0.png	
溪0.png	
滿0.png	
漏0.png	
潔0.png	
灘0.png	
火0.png	
無0.png	
無1.png	
無2.png	
無3.png	
無4.png	
然0.png	
照0.png	
照1.png	
照2.png	
熟0.png	
牛0.png	
物0.png	
玉0.png	
王0.png	
王1.png	
珍0.png	
琴0.png	
生0.png	
生1.png	
甫0.png	
甸0.png	
畫0.png	
畫1.png	
當0.png	
病0.png	
痕0.png	
登0.png	
發0.png	
發1.png	
發2.png	
發3.png	
發4.png	
白0.png	
百0.png	
皇0.png	
盈0.png	
益0.png	
盡0.png	
盡1.png	
盡2.png	
直0.png	
直1.png	
直2.png	
直3.png	
直4.png	
直5.png	
直6.png	
直7.png	
直8.png	
直9.png	
真0.png	
真1.png	
真2.png	
真3.png	
真4.png	
真5.png	
真6.png	
眼0.png	
督0.png	
矣0.png	
知0.png	
知1.png	
知2.png	
知3.png	
知4.png	
知5.png	
短0.png	
破0.png	
神0.png	
禍0.png	
禪0.png	
秋0.png	
秋1.png	
稍0.png	
穿0.png	
窓0.png	
窮0.png	
窮1.png	
窮2.png	
窮3.png	
窮4.png	
窮5.png	
章0.png	
競0.png	
節0.png	
範0.png	
築0.png	
籟0.png	
粵0.png	11
粵1.png	21
粵2.png	7
粵3.png	21
粵4.png	5
素0.png	
索0.png	
索1.png	
索2.png	
索3.png	
索4.png	
索5.png	
索6.png	
紫0.png	
紫1.png	
終0.png	
結0.png	
絕0.png	
綠0.png	
綠1.png	
維0.png	
維1.png	
練0.png	
縱0.png	
繁0.png	
繡0.png	
罔0.png	
羊0.png	
羔0.png	
群0.png	
習0.png	
翠0.png	
翼0.png	
老0.png	
老1.png	
者0.png	
者1.png	
而0.png	
而1.png	
而2.png	
而3.png	
聖0.png	
育0.png	
能0.png	
能1.png	
腋0.png	
腎0.png	
腑0.png	
腑1.png	
腴0.png	
臨0.png	
臨1.png	
臨2.png	
自0.png	
自1.png	
自2.png	
自3.png	
自4.png	
致0.png	
臺0.png	
臺1.png	
與0.png	
興0.png	
興1.png	
興2.png	
舉0.png	
舉1.png	
舉2.png	
舉3.png	
舉4.png	
舉5.png	
舉6.png	
舍0.png	
舟0.png	
船0.png	
色0.png	
色1.png	
芥0.png	
花0.png	
芻0.png	
芻1.png	
若0.png	
若1.png	
若2.png	
草0.png	
草1.png	
草2.png	
草3.png	
華0.png	
萍0.png	
萬0.png	
萬1.png	
萬10.png	
萬11.png	
萬12.png	
萬13.png	
萬14.png	
萬15.png	
萬16.png	
萬17.png	
萬18.png	
萬19.png	
萬2.png	
萬20.png	
萬21.png	
萬3.png	
萬4.png	
萬5.png	
萬6.png	
萬7.png	
萬8.png	
萬9.png	
落0.png	16
葆0.png	
葆1.png	
葉0.png	
葛0.png	
葛1.png	
葛2.png	
葛3.png	
葛4.png	
葛5.png	
葛6.png	
葡0.png	
董0.png	
董1.png	
葩0.png	
葩1.png	
葩2.png	
葱0.png	
葱1.png	
葱2.png	
薰0.png	
虛0.png	
虛1.png	
虛2.png	
虞0.png	
蠡0.png	
衝0.png	
衣0.png	
被0.png	
被1.png	
西0.png	
西1.png	
覆0.png	
視0.png	
言0.png	
訓0.png	
誰0.png	
調0.png	
談0.png	
談1.png	
諠0.png	
識0.png	
讚0.png	
豈0.png	
豈1.png	
財0.png	
財1.png	
財2.png	
財3.png	
財4.png	
貨0.png	
貨1.png	
貨2.png	
販0.png	
販1.png	
貫0.png	
貫1.png	
貫2.png	
貶0.png	
貶1.png	
貶2.png	
賈0.png	
賓0.png	
賓1.png	
賞0.png	
賢0.png	
賦0.png	
賦1.png	
賴0.png	
路0.png	
路1.png	
身0.png	
躬0.png	
軍0.png	
辭0.png	
辰0.png	
途0.png	
逢0.png	
逢1.png	
運0.png	
過0.png	
遙0.png	
郡0.png	
都0.png	
都1.png	
酒0.png	
酒1.png	
重0.png	
金0.png	
錄0.png	
長0.png	
長1.png	
長2.png	
長3.png	
長4.png	
長5.png	
閑0.png	
閣0.png	
閣1.png	
阿0.png	
陳0.png	
陶0.png	
陽0.png	
陽1.png	
隍0.png	
階0.png	
階1.png	
雄0.png	
雅0.png	
難0.png	
難1.png	
雨0.png	
雨1.png	
雪0.png	
雲0.png	
雲1.png	
雲2.png	
雲3.png	
霜0.png	
霧0.png	
露0.png	
青0.png	
靜0.png	
靡0.png	
面0.png	
面1.png	
韶0.png	
韶1.png	
韶2.png	
韶3.png	
響0.png	
響1.png	
響10.png	
響11.png	
響12.png	
響13.png	
響2.png	
響3.png	
響4.png	
響5.png	
響6.png	
響7.png	
響8.png	
響9.png	
頀0.png	
須0.png	
頭0.png	
頭1.png	
顏0.png	
風0.png	
風1.png	
風2.png	
飛0.png	
飛1.png	
食0.png	
食1.png	
養0.png	
首0.png	
香0.png	
香1.png	
香2.png	
香3.png	
香4.png	
香5.png	
香6.png	
香7.png	
香8.png	
香9.png	
馥0.png	
馥1.png	
馥2.png	
馨0.png	
馨1.png	
馨2.png	
馨3.png	
馬0.png	
馮0.png	
馳0.png	
駒0.png	
驚0.png	
高0.png	
高1.png	
高2.png	
高3.png	
高4.png	
高5.png	
髮0.png	
鳥0.png	
鳬0.png	
鳳0.png	5
鳳1.png	
鳳10.png	
鳳11.png	
鳳2.png	
鳳3.png	
鳳4.png	
鳳5.png	
鳳6.png	
鳳7.png	
鳳8.png	
鳳9.png	
鴻0.png	
麗0.png	
齊0.png	
龍0.png	5
龍1.png	